[' ',[u'chinese',[u'moroccan',[u'british',[u'greek',[u'russian',[u'southern_us',[u'irish',[u'mexican',[u'vietnamese',[u'brazilian',[u'japanese',[u'indian',[u'jamaican',[u'french',[u'spanish',[u'cajun_creole',[u'thai',[u'korean',[u'filipino',[u'italian',Max
 u'grana',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'horseradishmustard',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'wintersavory',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'redvinegarwhitewhite',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'buttercake',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chrysanthemumleaves',0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
 u'sorghumflour',0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'instantchickenbouillongranules',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'hoguecabernetsauvignon',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'peppermintextract',0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'porkmeat',1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
 u'pepperleaves',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'flavoredricemix',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'bouillongranules',1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lessergalangal',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'game',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'arepaflour',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'dryhardcider',0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'eel',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'culantro',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
 u'cones',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'eggrollwraps',1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
 u'beefbouillonpowder',0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'porksausagelinks',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'tapwater',0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
 u'pitawraps',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'meatstock',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
 u'chinesepepper',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'guavapaste',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
 u'fiberone',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'longaniza',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'darjeelingtealeaves',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'lotusseedpaste',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowfatgrahamcrackercrumbs',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowsodiumglutenfreesoysauce',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'steviaextract',0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'perchfillets',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'goyahotsauce',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'moonshine',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'freshchorizo',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'tileaves',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'ciabattabuns',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'creamoftomatosoup',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ammoniumbicarbonate',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chickenconsomme',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'buttersalt',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'niangao',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lavenderbuds',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'flaxseeds',0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'cuttlefish',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'nosaltaddedcannedtomatoes',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'mungbeanvermicelli',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'colman',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowsodiumbeefbouillongranules',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'boughtpoundcake',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'morachiles',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'za',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'smokedturkeybreast',0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
 u'smokedeel',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'yogurtlowfat',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'organicmilk',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'lambneckfillets',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'yellowheirloomtomatoes',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'morsels',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'tortelloni',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'driedapplerings',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'creamsauce',0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'gourmetgardenparsley',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'roastedgarlicoil',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sesamebutter',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'oscarmayercottosalami',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'blackradish',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'houseseasoning',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'darkturkeymeat',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowsodiumcannedchickenbroth',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'fishbones',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'turkeybreastdelimeat',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'gomashio',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'texastoastbread',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
 u'babyokra',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'veganchickenflavoredbouillon',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'watercrackers',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'rawtigerprawn',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
 u'tartfilling',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'pansies',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'redchard',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'robustoitaliandressing',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'filletsteaks',1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lotusleaves',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'pralinetopping',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'bonelessvealshoulder',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'driedprawns',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'nutmeal',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'whitequinoa',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'glutenfreebarbecuesauce',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chourico',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'conimexwoksausspecialsvietnamesegemberknoflook',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'sesameseedpaste',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'birdpepper',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'milkshreddedmozzarellacheese',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'vegetableslaw',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'porkloinribchops',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'fingerling',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'driedshallots',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'slicedapples',0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
 u'bourbonliqueur',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'freetamarisauce',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'knorrchickenstockpots',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
 u'wholewheatorzo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'jimmydeanporksausage',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'hawaiiansalt',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'stewinghen',1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
 u'roastduckmeat',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ceyloncinnamon',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
 u'saltfreecajuncreoleseasoning',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'kraftshreddedlow',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'shoulderlambchops',0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'creampowder',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'chiltep',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'porkbladesteaks',0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
 u'noriflakes',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
 u'groundpeppercorn',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'granarybread',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'andcarrotgreenpea',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chocolatespread',0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'piecrustmix',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'watermelonseeds',0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'gooseliver',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'prunepuree',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'chaiteaconcentrate',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'koreanvermicelli',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'cornniblets',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'kingcrablegs',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
 u'riblets',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'mushroompowder',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'tangelos',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'purposebakingmix',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'fatfreelesssodiumvegetablebroth',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
 u'freeze',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'friedwontonstrips',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'hurstfamilyharvestchipotlelimeblackbeansoupmix',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'marconaalmonds',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
 u'ramennoodlesseasoning',1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'quesocrema',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'poppyseedfilling',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chukasobanoodles',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'pimentdespelette',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'driedcascabelchile',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'schnapps',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'whippeddesserttopping',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'cannedchickenbreast',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'sweetwhitewine',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'culinarylavender',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'chickenchorizosausages',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'minutewhiterice',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'poultry',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
 u'groundblanchedalmonds',0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
 u'chimichurri',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'chinesebabycorn',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'heirloomsquash',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'fatfrozenyogurt',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'gravymixmushroom',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'soupbones',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chocolateicecream',0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
 u'freshcod',0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
 u'englishwalnuts',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'strawberryyogurt',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'kraftbigslicepepperjackcheeseslices',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'shavedchocolate',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowsodiumstoreboughtchickenstock',1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'pullmanloaf',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'candiedchestnuts',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'summersavory',0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'organicunsaltedbutter',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'eggland',1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'chunkytomatoes',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'grassfedbeef',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'tongue',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'picklespears',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
 u'bittersweetbakingchocolate',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'cinnamoncandycanes',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'calabash',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'shortcakes',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'coarse',0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'vealloin',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'sweetwhitemisopaste',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'freeoat',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'liptonrecipsecretgoldenonionsoupmix',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'condensedreducedfatreducedsodiumcreamofmushroomsoup',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
 u'carpaccio',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
 u'filipinoeggplant',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'chocolatesticks',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'kirschenliqueur',0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
 u'cabernet',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'mackerel',0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
 u'asian',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'cerealflakes',0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'coleslawdressing',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'hubbardsquash',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
 u'faticcream',0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'comicepears',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'yogurtdressing',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'potatostarchflour',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'johnsonvillehot',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'smokedchorizo',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'treeears',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lavender',0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
 u'cactus',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'refrigerateddinnerrolls',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'criscopurevegetableoil',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'tunadrainedandflaked',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'pinksalt',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
 u'albacore',0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
 u'jonshonville',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'icedteabrewfamilysizeteabags',0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowsodiumsalt',0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'powderedturmeric',0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
 u'freerangechickenbreasts',0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'potatoeso',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'tatertots',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'ciabattarolls',0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
 u'blackgrapes',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'horseradishroot',0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'masurdal',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'citrusvinaigrette',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'oleo',0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
 u'shreddedreducedfatreducedsodiumswisscheese',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'riso',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'bertolliorganictraditsauc',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'dashseasoningmix',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'cubedpancetta',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'sugarintheraw',0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 u'largesnails',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'kraftmayonnaise',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'maraschino',0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'shellclams',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'applepiespice',0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
 u'baicai',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'meal',0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
 u'razorclams',1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
 u'soycrumbles',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'lowsodiumpintobeans',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'tabasco',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'boquerones',0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
 u'jamaica',0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
 u'babygoat',0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 u'lightbrownmuscavadosugar',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
 u'wieners',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'extraleanmincedbeef',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
 u'azukibean',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
 u'blackgarlic',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'coleslawmix',0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
 u'shoulderroast',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
 u'pancakebatter',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'leansteak',0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1
 u'meatseasoning',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'turkeyhotdogs',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'wholegrainenglishmuffins',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 u'missioncorntortillas',0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'branflakes',0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 u'dominolightbrownsugar',0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
